ID Species MaxAge AllocSeed LMR m0 MaxMass mSeed Dist pEstab Gmax SLA palat memo RAR growth mThres clonal propSex meanSpacerLength sdSpacerlength Resshare AllocSpacer mSpacer
698 PFT50 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 0 0 0 0 0 0 0
699 PFT51 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 0 0 0 0 0 0 0
700 PFT52 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 0 0 0 0 0 0 0
701 PFT53 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 0 0 0 0 0 0 0
702 PFT54 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 0 0 0 0 0 0 0
703 PFT55 100 0.05 1 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 0 0 0 0 0 0 0
704 PFT56 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 0 0 0 0 0 0 0
705 PFT57 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 0 0 0 0 0 0 0
706 PFT58 100 0.05 0.75 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 0 0 0 0 0 0 0
707 PFT59 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 0 0 0 0 0 0 0
708 PFT60 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 0 0 0 0 0 0 0
709 PFT61 100 0.05 0.5 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 0 0 0 0 0 0 0
710 PFT62 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 0 0 0 0 0 0 0
711 PFT63 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 0 0 0 0 0 0 0
712 PFT64 100 0.05 1 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 0 0 0 0 0 0 0
713 PFT65 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 0 0 0 0 0 0 0
714 PFT66 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 0 0 0 0 0 0 0
715 PFT67 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 0 0 0 0 0 0 0
716 PFT68 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 0 0 0 0 0 0 0
717 PFT69 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 0 0 0 0 0 0 0
718 PFT70 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 0 0 0 0 0 0 0
719 PFT71 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 0 0 0 0 0 0 0
720 PFT72 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 0 0 0 0 0 0 0
721 PFT73 100 0.05 1 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 0 0 0 0 0 0 0
722 PFT74 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 0 0 0 0 0 0 0
723 PFT75 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 0 0 0 0 0 0 0
724 PFT76 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 0 0 0 0 0 0 0
725 PFT77 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 0 0 0 0 0 0 0
726 PFT78 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 0 0 0 0 0 0 0
727 PFT79 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 0 0 0 0 0 0 0
728 PFT80 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 0 0 0 0 0 0 0
729 PFT81 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 0 0 0 0 0 0 0
